학교코드_공시연도,지역,정보공시 학교코드,학교명,지도교사수-동아리?학생자치활동,지도교사수-또래활동,지도교사수-교육주간 활동,지도교사수-기타 학교폭력 예방활동,참여학생수-동아리?학생자치활동,참여학생수-또래활동,참여학생수-교육주간 활동,참여학생수-기타 학교폭력 예방활동,전체학생수_안전교육 계획 및 실시현황,생활안전교육 시간(단위활동차시)-합계,교통안전교육 시간(단위활동차시)-합계,폭력예방및신변보호교육 시간(단위활동차시)-합계,약물중독예방교육 시간(단위활동차시) - 합계 (2020년 이후),지능정보서비스과의존관련교육 시간(단위활동차시) - 합계 (2023년 이후),직업안전교육 시간(단위활동차시)-합계,응급처치교육 시간(단위활동차시)-합계,주 출입구 접근로 설치여부,장애인 전용 주차구역 지정여부,주 출입구 높이차이 제거여부,출입구(문) 설치유무,복도,계단/승강기/경사로/휠체어리프트 유무,장애인용 대변기 설치여부,장애인용 소변기 설치여부,점자블록 설치여부,유도 및 안내설비 설치여부,경보 및 피난설비 설치여부
S010005557-2023,서울특별시 은평구,S010005557,서울은빛초등학교,1,1,1,1,20,15,50,80,688,12,11,8,5,5,2,2,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005557-2024,서울특별시 은평구,S010005557,서울은빛초등학교,1,1,1,2,12,12,15,20,603,12,11,8,6,4,2,2,단순설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치
S010005559-2021,서울특별시 은평구,S010005559,서울수리초등학교,0,0,0,26,0,0,0,469,457,11,10,8,6,6,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치
S010005559-2022,서울특별시 은평구,S010005559,서울수리초등학교,0,0,27,0,0,0,426,0,431,10,9,12,3,4,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치
S010005559-2023,서울특별시 은평구,S010005559,서울수리초등학교,0,0,25,0,0,0,420,0,429,10,9,3,2,3,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005559-2024,서울특별시 은평구,S010005559,서울수리초등학교,0,0,27,6,0,0,409,130,392,12,11,8,5,5,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005561-2021,서울특별시 은평구,S010005561,신도중학교,0,0,0,0,0,0,0,0,1049,10,10,13,4,4,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,미설치,단순설치
S010005561-2022,서울특별시 은평구,S010005561,신도중학교,2,2,0,0,54,27,0,0,1170,10,10,19,5,5,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,미설치,단순설치
S010005561-2023,서울특별시 은평구,S010005561,신도중학교,2,2,0,3,54,20,0,35,1190,8,8,5,4,1,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,미설치,단순설치
S010005561-2024,서울특별시 은평구,S010005561,신도중학교,2,2,0,3,54,20,0,35,0,0,0,0,0,0,0,0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005563-2021,서울특별시 강동구,S010005563,선사고등학교,0,1,0,0,0,16,0,0,574,11,10,10,4,4,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치
S010005563-2022,서울특별시 강동구,S010005563,선사고등학교,0,0,0,0,0,0,0,0,574,7,6,7,3,2,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치
S010005563-2023,서울특별시 강동구,S010005563,선사고등학교,0,0,0,0,0,0,0,0,604,7,9,7,2,1,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치
S010005563-2024,서울특별시 강동구,S010005563,선사고등학교,0,0,0,10,0,0,0,670,655,10,10,10,5,5,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005566-2021,서울특별시 송파구,S010005566,잠일고등학교,0,4,0,0,0,20,0,0,399,11,8,12,3,2,3,3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005566-2022,서울특별시 송파구,S010005566,잠일고등학교,4,4,4,4,20,20,20,20,397,6,10,12,3,2,3,3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005566-2023,서울특별시 송파구,S010005566,잠일고등학교,4,4,0,4,20,20,0,20,417,10,10,10,6,4,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005566-2024,서울특별시 송파구,S010005566,잠일고등학교,4,4,0,4,20,20,0,20,420,12,10,12,3,7,4,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005567-2021,서울특별시 동작구,S010005567,서울상현초등학교,51,0,0,0,904,0,0,0,903,11.8,10.4,8.8,3.1,5.2,2.6,4.1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005567-2022,서울특별시 동작구,S010005567,서울상현초등학교,0,52,0,0,0,848,0,0,856,11.8,10.4,8.8,3.1,5.2,2.6,4.1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005567-2023,서울특별시 동작구,S010005567,서울상현초등학교,12,1,0,0,253,509,0,0,777,13,11,8,10,4,4,4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005567-2024,서울특별시 동작구,S010005567,서울상현초등학교,12,1,0,0,446,350,0,0,690,13,11,10,10,4,4,4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005569-2021,서울특별시 마포구,S010005569,창천중학교,0,1,0,0,0,11,0,0,295,8.1,9.9,22.6,4.9,3.4,1.9,3.8,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005569-2022,서울특별시 마포구,S010005569,창천중학교,0,1,0,0,0,8,0,0,333,13.7,11.1,10.1,4,2.9,2.7,2.9,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005569-2023,서울특별시 마포구,S010005569,창천중학교,0,1,0,0,0,10,0,0,353,8,8,4,5,1,1,1,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005569-2024,서울특별시 마포구,S010005569,창천중학교,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005571-2021,서울특별시 구로구,S010005571,천왕중학교,0,0,0,1,0,0,0,25,661,8,8,5,2,3,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005571-2022,서울특별시 구로구,S010005571,천왕중학교,1,0,0,1,15,0,0,20,642,9,8,10,5,5,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005571-2023,서울특별시 구로구,S010005571,천왕중학교,1,1,0,0,15,20,0,0,709,9,8,10,4,4,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005571-2024,서울특별시 구로구,S010005571,천왕중학교,1,1,1,0,20,15,20,0,0,0,0,0,0,0,0,0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005573-2021,서울특별시 동대문구,S010005573,휘봉고등학교,0,1,0,0,0,17,0,0,439,10,10,10,5,5,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005573-2022,서울특별시 동대문구,S010005573,휘봉고등학교,1,1,1,0,7,10,8,0,443,10,10,10,5,5,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005573-2023,서울특별시 동대문구,S010005573,휘봉고등학교,0,0,0,0,0,0,0,0,447,10,10,10,10,2,6,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005573-2024,서울특별시 동대문구,S010005573,휘봉고등학교,0,0,0,1,0,0,0,13,458,10,8,12,5,2,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005577-2021,서울특별시 은평구,S010005577,서울구현초등학교,0,0,0,0,0,0,0,0,609,12,11,12,4,6,3,2,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005577-2022,서울특별시 은평구,S010005577,서울구현초등학교,0,0,0,0,0,0,0,0,579,12,11,12,3,7,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005577-2023,서울특별시 은평구,S010005577,서울구현초등학교,0,0,0,0,0,0,0,0,531,12,11,12,3,7,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005577-2024,서울특별시 은평구,S010005577,서울구현초등학교,1,0,25,29,48,0,542,542,534,12,11,8,5,5,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005581-2021,서울특별시 은평구,S010005581,서울은진초등학교,0,0,0,0,0,0,0,0,779,10,9,3,2,3,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치
S010005581-2022,서울특별시 은평구,S010005581,서울은진초등학교,0,0,32,0,0,0,708,0,702,10,9,3,3,2,0,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치
S010005581-2023,서울특별시 은평구,S010005581,서울은진초등학교,0,0,43,0,0,0,655,0,662,10,8,5,4,16,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치
S010005581-2024,서울특별시 은평구,S010005581,서울은진초등학교,0,0,39,0,0,0,609,0,620,10,8,5,5,16,2,2,적정설치,적정설치,적정설치,단순설치,적정설치,단순설치,단순설치,단순설치,단순설치,단순설치,미설치
S010005582-2021,서울특별시 강서구,S010005582,수명고등학교,0,0,0,0,0,0,0,0,569,8,8,5,5,5,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005582-2022,서울특별시 강서구,S010005582,수명고등학교,0,0,0,0,0,0,0,0,529,8,8,5,3,2,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005582-2023,서울특별시 강서구,S010005582,수명고등학교,1,0,1,1,10,0,20,22,510,8,8,5,4,1,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005582-2024,서울특별시 강서구,S010005582,수명고등학교,6,6,6,8,25,10,20,549,510,10,10,10,16,4,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005583-2021,서울특별시 은평구,S010005583,은평고등학교,1,46,0,4,21,485,0,72,503,10,8,9,2,3,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치
S010005583-2022,서울특별시 은평구,S010005583,은평고등학교,43,3,58,58,477,32,477,477,479,9,8,12,5,5,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치
S010005583-2023,서울특별시 은평구,S010005583,은평고등학교,43,3,58,58,477,32,477,477,475,15,11,12,5,4,4,6,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치
S010005583-2024,서울특별시 은평구,S010005583,은평고등학교,45,4,45,45,496,34,496,496,494,11,10,10,5,5,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치
S010005584-2021,서울특별시 구로구,S010005584,서울공연예술고등학교,0,0,0,2,0,0,0,20,796,6,5,12,7,7,3,4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005584-2022,서울특별시 구로구,S010005584,서울공연예술고등학교,2,0,0,0,30,0,0,0,771,15,10,7,10,2,2,4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005584-2023,서울특별시 구로구,S010005584,서울공연예술고등학교,2,3,1,1,50,20,720,5,741,15,5,12,9,1,2,4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005584-2024,서울특별시 구로구,S010005584,서울공연예술고등학교,1,0,0,0,50,0,0,0,725,16,3,15,1,3,9,8,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005586-2021,서울특별시 중구,S010005586,서울실용음악고등학교,0,0,0,0,0,0,0,0,174,6,3,16,5,4,0,6,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,미설치,적정설치
S010005586-2022,서울특별시 중구,S010005586,서울실용음악고등학교,0,0,0,0,0,0,0,0,66,3,4,8,4,2,2,4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,미설치,적정설치
S010005586-2023,서울특별시 중구,S010005586,서울실용음악고등학교,0,0,0,0,0,0,0,0,78,4,1,8,7,1,1,5,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,미설치,적정설치
S010005586-2024,서울특별시 중구,S010005586,서울실용음악고등학교,0,0,0,0,0,0,0,0,117,4,4,7,4,2,0,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,미설치,적정설치
S010005591-2021,서울특별시 서대문구,S010005591,가재울고등학교,0,8,0,0,0,17,0,0,651,10,6,12,7,4,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005591-2022,서울특별시 서대문구,S010005591,가재울고등학교,1,1,0,0,14,14,0,0,640,10,8,5,3,2,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005591-2023,서울특별시 서대문구,S010005591,가재울고등학교,0,0,0,4,0,0,0,21,635,10,10,11,6,4,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005591-2024,서울특별시 서대문구,S010005591,가재울고등학교,0,0,0,4,0,0,0,12,662,10,10,14,6,4,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010005592-2021,서울특별시 서대문구,S010005592,가재울중학교,0,1,0,2,0,6,0,21,673,15,10,16,5.1,5.1,5,6.4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
